Number,Identifier,Transect,Point,Monitor,Distance_from_treatment,Location,Treatment,Date,Start_date,Time,com_pip_passes,com_pip_fb,sop_pip_passes,sop_pip_fb,nat_pip_passes,noid_pip_passes,noid_pip_fb,nls_passes,myotis_passes,unknown_passes,unknown_fb,social_calls,Comments,,
3009,Emma Little,2,Control,b,250,Control,Control,02/06/2023,02/06/2023,23:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3010,Emma Little,2,Control,b,250,Control,Control,02/06/2023,02/06/2023,23:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3011,Emma Little,2,Control,b,250,Control,Control,02/06/2023,02/06/2023,23:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3012,Emma Little,2,Control,b,250,Control,Control,02/06/2023,02/06/2023,23:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3013,Emma Little,2,Control,b,250,Control,Control,02/06/2023,02/06/2023,23:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3014,Emma Little,2,Control,b,250,Control,Control,02/06/2023,02/06/2023,23:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3015,Emma Little,2,Control,b,250,Control,Control,02/06/2023,02/06/2023,23:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3016,Emma Little,2,Control,b,250,Control,Control,02/06/2023,02/06/2023,23:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3017,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3018,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,00:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3019,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,00:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3020,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,00:18:00,1,0,0,0,0,0,0,0,0,0,0,0,,1,0
3021,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,00:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3022,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,00:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3023,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,00:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3024,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,00:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3025,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,00:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3026,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,00:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3027,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3028,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,01:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3029,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,01:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3030,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,01:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3031,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,01:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3032,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,01:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3033,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,01:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3034,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,01:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3035,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,01:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3036,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,01:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3037,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3038,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,02:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3039,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,02:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3040,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,02:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3041,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,02:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3042,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,02:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3043,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,02:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3044,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,02:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3045,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,02:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3046,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,02:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3047,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3048,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,03:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3049,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,03:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3050,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,03:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3051,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,03:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3052,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,03:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3053,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,03:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3054,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,03:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3055,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,03:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3056,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,03:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3057,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3058,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,04:06:00,1,0,0,0,0,0,0,0,0,0,0,0,,1,0
3059,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,04:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3060,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,04:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3061,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,04:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3062,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,04:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3063,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,04:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3064,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,04:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3065,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,04:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3066,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,04:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3067,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3068,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,05:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3069,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,05:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3070,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,05:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3071,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,05:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3072,Emma Little,2,Control,b,250,Control,Control,03/06/2023,02/06/2023,05:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3073,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3074,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,20:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3075,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,20:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3076,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,20:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3077,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,20:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3078,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3079,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,20:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3080,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,20:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3081,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,20:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3082,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,20:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3083,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3084,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,21:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3085,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,21:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3086,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,21:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3087,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,21:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3088,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,21:30:00,1,0,0,0,0,0,0,0,0,0,0,0,,1,0
3089,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,21:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3090,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,21:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3091,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,21:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3092,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,21:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3093,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3094,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,22:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3095,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,22:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3096,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,22:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3097,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,22:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3098,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,22:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3099,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,22:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3100,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,22:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3101,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,22:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3102,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,22:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3103,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3104,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,23:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3105,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,23:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3106,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,23:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3107,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,23:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3108,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,23:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3109,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,23:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3110,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,23:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3111,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,23:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3112,Emma Little,3,Control,b,250,Control,Light,23/05/2023,23/05/2023,23:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3113,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3114,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,00:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3115,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,00:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3116,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,00:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3117,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,00:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3118,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,00:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3119,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,00:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3120,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,00:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3121,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,00:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3122,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,00:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3123,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3124,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,01:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3125,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,01:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3126,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,01:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3127,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,01:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3128,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,01:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3129,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,01:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3130,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,01:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3131,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,01:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3132,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,01:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3133,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3134,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,02:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3135,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,02:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3136,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,02:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3137,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,02:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3138,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,02:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3139,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,02:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3140,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,02:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3141,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,02:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3142,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,02:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3143,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3144,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,03:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3145,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,03:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3146,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,03:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3147,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,03:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3148,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,03:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3149,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,03:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3150,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,03:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3151,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,03:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3152,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,03:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3153,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3154,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,04:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3155,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,04:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3156,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,04:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3157,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,04:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3158,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,04:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3159,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,04:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3160,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,04:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3161,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,04:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3162,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,04:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3163,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3164,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,05:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3165,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,05:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3166,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,05:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3167,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,05:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3168,Emma Little,3,Control,b,250,Control,Light,24/05/2023,23/05/2023,05:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3169,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3170,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,20:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3171,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,20:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3172,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,20:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3173,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,20:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3174,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3175,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,20:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3176,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,20:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3177,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,20:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3178,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,20:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3179,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3180,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,21:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3181,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,21:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3182,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,21:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3183,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,21:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3184,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,21:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3185,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,21:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3186,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,21:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3187,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,21:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3188,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,21:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3189,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,22:00:00,0,0,0,0,0,0,0,1,0,0,0,0,noctule,1,0
3190,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,22:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3191,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,22:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3192,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,22:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3193,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,22:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3194,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,22:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3195,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,22:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3196,Emma Little,3,Control,b,250,Control,Light_Sound,24/05/2023,24/05/2023,22:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
